"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MYS","Malaysia","2016","2016",59079,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MYS","Malaysia","2017","2017",70330,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MYS","Malaysia","2018","2018",81421,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SLE","Sierra Leone","2013","2013",1493171,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SLE","Sierra Leone","2018","2018",1476321,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","RWA","Rwanda","2010","2010",237265,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","RWA","Rwanda","2012","2012",180241,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","RWA","Rwanda","2014","2014",153598,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","RWA","Rwanda","2018","2018",139717,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","SYC","Seychelles","2010","2010",2381,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","SYC","Seychelles","2018","2018",1747,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MKD","North Macedonia","2014","2014",2142,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","UGA","Uganda","2010","2010",332519,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","UGA","Uganda","2012","2012",488111,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","UGA","Uganda","2018","2018",488437,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","NAM","Namibia","2011","2011",85621,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","NAM","Namibia","2018","2018",69386,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","RUS","Russian Federation","2010","2010",234201,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","RUS","Russian Federation","2018","2018",174125,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MLT","Malta","2011","2011",14441,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MLT","Malta","2018","2018",13125,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","WSM","Samoa","2011","2011",667,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","WSM","Samoa","2018","2018",652,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BTN","Bhutan","2012","2012",19390,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BTN","Bhutan","2017","2017",10406,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ETH","Ethiopia","2017","2017",12633692,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZWE","Zimbabwe","2011","2011",141638,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ZWE","Zimbabwe","2014","2014",167959,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IRQ","Iraq","2012","2012",2930811,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IRQ","Iraq","2013","2013",3623977,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IRQ","Iraq","2014","2014",2629641,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IRQ","Iraq","2016","2016",2583843,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","IRQ","Iraq","2017","2017",2307447,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MLI","Mali","2010","2010",3199267,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MLI","Mali","2011","2011",3104130,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MLI","Mali","2015","2015",3584828,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MLI","Mali","2018","2018",3764292,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","DZA","Algeria","2018","2018",81738,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","VUT","Vanuatu","2014","2014",11172,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","VUT","Vanuatu","2018","2018",10469,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2010","2010",287262,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2011","2011",157873,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2012","2012",166471,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2013","2013",130802,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2014","2014",127117,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2015","2015",110487,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2016","2016",91817,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2017","2017",87104,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRA","Brazil","2018","2018",94998,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CUB","Cuba","2012","2012",1933,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IND","India","2011","2011",32663864,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IND","India","2018","2018",20537897,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","TJK","Tajikistan","2014","2014",4777,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2010","2010",14038,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2011","2011",9909,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2012","2012",13300,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2013","2013",13890,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2014","2014",20680,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2015","2015",12344,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2016","2016",12848,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ARG","Argentina","2018","2018",8377,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","TON","Tonga","2011","2011",212,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","TON","Tonga","2018","2018",212,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","NGA","Nigeria","2018","2018",15904134,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IRQ","Iraq","2012","2012",1068513,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IRQ","Iraq","2013","2013",1397932,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IRQ","Iraq","2014","2014",783867,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IRQ","Iraq","2016","2016",670191,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","IRQ","Iraq","2017","2017",487040,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ATG","Antigua and Barbuda","2011","2011",208,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ATG","Antigua and Barbuda","2015","2015",221,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ROU","Romania","2011","2011",13339,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ROU","Romania","2018","2018",6137,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TCD","Chad","2015","2015",3190111,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TCD","Chad","2016","2016",3303427,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SRB","Serbia","2011","2011",4267,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SRB","Serbia","2016","2016",1444,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","GNQ","Equatorial Guinea","2010","2010",9277,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GMB","Gambia","2013","2013",159639,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GMB","Gambia","2015","2015",140195,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CRI","Costa Rica","2011","2011",44322,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CRI","Costa Rica","2018","2018",41087,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","COG","Congo","2011","2011",350907,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","COG","Congo","2018","2018",390894,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","AGO","Angola","2014","2014",143373,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SYC","Seychelles","2010","2010",43,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SYC","Seychelles","2018","2018",25,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","VUT","Vanuatu","2014","2014",2447,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","VUT","Vanuatu","2018","2018",2337,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","NER","Niger","2012","2012",224121,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TKM","Turkmenistan","2014","2014",516,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MLI","Mali","2010","2010",224543,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MLI","Mali","2011","2011",218979,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MLI","Mali","2015","2015",240789,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MLI","Mali","2018","2018",249336,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SEN","Senegal","2011","2011",3483862,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SEN","Senegal","2013","2013",4462594,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SEN","Senegal","2017","2017",4235765,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","LSO","Lesotho","2014","2014",22.64178,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BIH","Bosnia and Herzegovina","2011","2011",26679,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BIH","Bosnia and Herzegovina","2013","2013",70747,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","JAM","Jamaica","2014","2014",16969,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","AFG","Afghanistan","2018","2018",832762,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PNG","Papua New Guinea","2010","2010",193432,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","LVA","Latvia","2011","2011",73.21167,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","LVA","Latvia","2018","2018",68.9771,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","COM","Comoros","2012","2012",11248,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","COM","Comoros","2018","2018",12854,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","VNM","Viet Nam","2018","2018",65.21797,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","BTN","Bhutan","2012","2012",7747,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","BTN","Bhutan","2017","2017",5294,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZMB","Zambia","2010","2010",144419,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ZMB","Zambia","2018","2018",145002,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","SVN","Slovenia","2014","2014",2618,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TLS","Timor-Leste","2010","2010",51.70865,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TLS","Timor-Leste","2018","2018",45.96677,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2010","2010",49.37912,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2011","2011",49.57877,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2012","2012",49.86865,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2013","2013",48.08724,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2014","2014",47.92763,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2015","2015",48.22081,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2016","2016",50.46124,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","LAO","Lao People's Democratic Republic","2011","2011",56291,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","LAO","Lao People's Democratic Republic","2015","2015",28326,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","SAU","Saudi Arabia","2013","2013",430207,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","SAU","Saudi Arabia","2017","2017",397215,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LBN","Lebanon","2018","2018",68.29544,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","GNQ","Equatorial Guinea","2010","2010",10445,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","LTU","Lithuania","2011","2011",68.83912,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TCD","Chad","2015","2015",58.8347,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TCD","Chad","2016","2016",55.96215,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","MDG","Madagascar","2012","2012",323701,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","MDG","Madagascar","2018","2018",331981,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","LSO","Lesotho","2014","2014",47159,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","GHA","Ghana","2010","2010",293169,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","GHA","Ghana","2018","2018",301265,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","EST","Estonia","2011","2011",43.24806,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","HUN","Hungary","2014","2014",15230,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CRI","Costa Rica","2011","2011",17790,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CRI","Costa Rica","2018","2018",17440,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRT","Portugal","2011","2011",497433,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","PRT","Portugal","2018","2018",342869,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TJK","Tajikistan","2014","2014",4665,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ZMB","Zambia","2010","2010",61.17963,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ZMB","Zambia","2018","2018",53.19682,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LBR","Liberia","2017","2017",73506,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","RUS","Russian Federation","2010","2010",36788,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","RUS","Russian Federation","2018","2018",24832,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2011","2011",2174349,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2012","2012",2308802,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2013","2013",2339475,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2014","2014",2371244,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2015","2015",2311573,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2016","2016",1953320,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2017","2017",2033679,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","BGD","Bangladesh","2018","2018",1973301,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","GNB","Guinea-Bissau","2014","2014",71.29092,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MNE","Montenegro","2011","2011",405,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MNE","Montenegro","2018","2018",405,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BDI","Burundi","2014","2014",61.03117,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BDI","Burundi","2017","2017",63.08247,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","NIC","Nicaragua","2015","2015",37716,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2012","2012",987704,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2014","2014",1046369,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2015","2015",976185,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2016","2016",1008666,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2017","2017",1024393,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PER","Peru","2018","2018",996506,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SYC","Seychelles","2010","2010",27.41782,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SYC","Seychelles","2018","2018",20.78873,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","TGO","Togo","2011","2011",60.37715,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","TGO","Togo","2015","2015",64.651,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MDA","Republic of Moldova","2012","2012",2675,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MDA","Republic of Moldova","2014","2014",1766,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CMR","Cameroon","2010","2010",3264065,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CMR","Cameroon","2018","2018",3316943,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SDN","Sudan","2018","2018",48.53543,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","GIN","Guinea","2010","2010",105263,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","GIN","Guinea","2014","2014",98968,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SLE","Sierra Leone","2013","2013",2644136,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","SLE","Sierra Leone","2018","2018",2560844,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MWI","Malawi","2010","2010",202517,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MWI","Malawi","2014","2014",218117,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MWI","Malawi","2015","2015",223690,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","HTI","Haiti","2016","2016",51.04471,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SAU","Saudi Arabia","2013","2013",21297,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SAU","Saudi Arabia","2017","2017",16746,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","SSD","South Sudan","2018","2018",142243,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","LSO","Lesotho","2014","2014",22034,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2011","2011",105706,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2012","2012",81711,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2013","2013",84966,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2014","2014",75659,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2015","2015",73867,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2016","2016",69889,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MUS","Mauritius","2018","2018",90364,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","AFG","Afghanistan","2011","2011",1921078,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","AFG","Afghanistan","2018","2018",1715752,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IRQ","Iraq","2012","2012",420491,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IRQ","Iraq","2013","2013",606873,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IRQ","Iraq","2014","2014",289609,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IRQ","Iraq","2016","2016",248947,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","IRQ","Iraq","2017","2017",196503,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2011","2011",5067062,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2012","2012",5455135,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2013","2013",5530953,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2014","2014",5348008,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2015","2015",5484711,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2016","2016",4956658,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2017","2017",4994357,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","BGD","Bangladesh","2018","2018",4990094,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","CYP","Cyprus","2011","2011",1440,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","GLP","Guadeloupe","2014","2014",10936,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2011","2011",1063884,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",731479,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",615388,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","ETH","Ethiopia","2017","2017",3146361,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PNG","Papua New Guinea","2010","2010",43.33299,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","MDA","Republic of Moldova","2012","2012",17069,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","MDA","Republic of Moldova","2014","2014",11576,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2013","2013",40.86139,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2014","2014",62.59033,,
